rpu,billPeriodStart,billPeriodEnd,subTotal,kwh
466190400483,2021-03-05,2021-05-06,,7022.0
466190400483,2021-01-06,2021-03-05,,4680.0
466190400483,2020-11-04,2021-01-06,,5335.0
465221101050,2025-04-18,2025-06-19,15133.09,3247.0
465221101050,2025-02-18,2025-04-18,19130.8,4109.0
465221101050,2024-12-18,2025-02-18,15924.15,3422.0
465221101050,2024-10-18,2024-12-18,18307.22,3930.0
465221101050,2024-08-20,2024-10-18,20111.81,4319.0
465221101050,2024-06-19,2024-08-20,21332.71,4608.0
465221101050,2024-04-18,2024-06-19,3522.19,761.0
465221101050,2024-02-19,2024-04-18,19736.36,4341.0
465221101050,2023-12-20,2024-02-19,15344.58,3412.0
465221101050,2023-10-19,2023-12-20,17353.44,3860.0
465221101050,2023-08-18,2023-10-19,21061.95,4652.0
465221101050,2023-06-20,2023-08-18,22488.29,4904.0
465221101050,2023-04-19,2023-06-20,18869.98,4195.0
465221101050,2023-02-17,2023-04-19,12595.23,2865.0
465221101050,2022-12-20,2023-02-17,2098.84,472.0
465221101050,2022-11-25,2022-12-20,48.92,5.0
509210304266,2025-04-21,2025-06-20,27107.64,5829.0
509210304266,2025-02-19,2025-04-21,21816.02,4688.0
509210304266,2024-12-19,2025-02-19,19249.72,4140.0
509210304266,2024-10-21,2024-12-19,26736.44,5747.0
509210304266,2024-08-21,2024-10-21,32331.21,6953.0
509210304266,2024-06-20,2024-08-21,32251.93,6975.0
509210304266,2024-04-19,2024-06-20,30366.16,6688.0
509210304266,2024-02-20,2024-04-19,22150.38,4874.0
509210304266,2023-12-21,2024-02-20,22571.88,5027.0
509210304266,2023-10-20,2023-12-21,25371.58,5651.0
509210304266,2023-08-21,2023-10-20,25203.88,5570.0
509210304266,2023-06-21,2023-08-21,25463.96,5555.0
509210304266,2023-04-20,2023-06-21,28647.31,6377.0
509210304266,2023-02-18,2023-04-20,23478.78,5355.0
509210304266,2022-12-21,2023-02-18,18158.59,4213.0
509210304266,2022-10-20,2022-12-21,19126.02,4363.0
509210304266,2022-08-22,2022-10-20,20222.08,4633.0
509210304266,2022-06-21,2022-08-22,,3922.0
509210304266,2022-04-21,2022-06-21,,3673.0
509210304266,2022-02-18,2022-04-21,,3074.0
509210304266,2021-12-21,2022-02-18,,2809.0
509210304266,2021-10-21,2021-12-21,,3513.0
509210304266,2021-08-21,2021-10-21,,3224.0
509210304266,2021-06-22,2021-08-21,,3211.0
509210304266,2021-04-21,2021-06-22,,3337.0
509210304266,2021-03-22,2021-04-21,,6613.0
467070101152,2025-04-14,2025-06-13,18008.47,3867.0
467070101152,2025-02-12,2025-04-14,20744.7,4457.0
467070101152,2024-12-13,2025-02-12,18772.65,4037.0
467070101152,2024-10-14,2024-12-13,20784.49,4464.0
467070101152,2024-08-14,2024-10-14,22964.86,4934.0
467070101152,2024-06-13,2024-08-14,24797.14,5359.0
467070101152,2024-04-12,2024-06-13,25760.07,5671.0
467070101152,2024-02-13,2024-04-12,18816.96,4138.0
467070101152,2023-12-14,2024-02-13,15872.66,3530.0
467070101152,2023-10-13,2023-12-14,18324.93,4077.0
467070101152,2023-08-12,2023-10-13,21517.66,4753.0
467070101152,2023-06-13,2023-08-12,24933.74,5439.0
467070101152,2023-04-13,2023-06-13,25313.5,5633.0
467070101152,2023-02-10,2023-04-13,16800.04,3827.0
467070101152,2022-12-13,2023-02-10,13625.28,3157.0
467070101152,2022-10-12,2022-12-13,15513.35,3536.0
467070101152,2022-08-12,2022-10-12,14109.78,3228.0
467070101152,2022-06-13,2022-08-12,15144.88,3490.0
467070101152,2022-04-11,2022-06-13,21072.93,4852.0
467070101152,2022-02-10,2022-04-11,15938.29,3784.0
467070101152,2021-12-13,2022-02-10,15496.22,3698.0
467070101152,2021-10-13,2021-12-13,,4095.0
467070101152,2021-08-13,2021-10-13,,4452.0
467070101152,2021-06-14,2021-08-13,,4375.0
467070101152,2021-04-13,2021-06-14,,4939.0
467070101152,2021-02-10,2021-04-13,,4507.0
467070101152,2020-12-10,2021-02-10,,4247.0
467070101152,2020-10-12,2020-12-10,,4100.0
467070101152,2020-08-11,2020-10-12,,4773.0
467070101152,2020-06-10,2020-08-11,,5386.0
467070101152,2020-04-08,2020-06-10,,4660.0
467070101152,2020-02-10,2020-04-08,,4793.0
509151002714,2025-04-08,2025-06-09,18356.29,3942.0
509151002714,2025-02-06,2025-04-08,17048.46,3660.0
509151002714,2024-12-09,2025-02-06,18040.84,3879.0
509151002714,2024-10-08,2024-12-09,25344.71,5447.0
509151002714,2024-08-08,2024-10-08,27209.63,5849.0
509151002714,2024-06-07,2024-08-08,26167.24,5656.0
509151002714,2024-04-08,2024-06-07,22625.94,4979.0
509151002714,2024-02-07,2024-04-08,20836.94,4584.0
509151002714,2023-12-09,2024-02-07,20446.2,4552.0
509151002714,2023-10-09,2023-12-09,24574.67,5473.0
509151002714,2023-08-09,2023-10-09,27428.25,6063.0
509151002714,2023-06-08,2023-08-09,27237.46,5943.0
509151002714,2023-04-10,2023-06-08,24865.41,5533.0
509151002714,2023-02-07,2023-04-10,20204.96,4606.0
509151002714,2022-12-08,2023-02-07,18755.29,4352.0
509151002714,2022-10-07,2022-12-08,23490.04,5362.0
509151002714,2022-08-09,2022-10-07,25720.99,5897.0
509151002714,2022-06-08,2022-08-09,26987.1,6231.0
509151002714,2022-04-06,2022-06-08,22246.2,5123.0
509151002714,2022-02-04,2022-04-06,16605.2,3943.0
509151002714,2021-12-08,2022-02-04,18608.83,4444.0
509151002714,2021-10-08,2021-12-08,,6354.0
509151002714,2021-08-10,2021-10-08,,5837.0
509151002714,2021-06-09,2021-08-10,,7427.0
509151002714,2021-04-08,2021-06-09,,6779.0
509151002714,2021-02-05,2021-04-08,,4358.0
509151002714,2020-12-07,2021-02-05,,3463.0
509151002714,2020-10-07,2020-12-07,,4942.0
509151002714,2020-08-06,2020-10-07,,5696.0
509151002714,2020-06-05,2020-08-06,,5092.0
509151002714,2020-04-03,2020-06-05,,3540.0
509151002714,2020-02-05,2020-04-03,,3687.0
467181100651,2025-04-11,2025-06-12,19789.35,4251.0
467181100651,2025-02-11,2025-04-11,17502.96,3758.0
467181100651,2024-12-12,2025-02-11,15511.93,3333.0
467181100651,2024-10-11,2024-12-12,18288.64,3926.0
467181100651,2024-08-13,2024-10-11,19522.64,4192.0
467181100651,2024-06-12,2024-08-13,20387.02,4403.0
467181100651,2024-04-11,2024-06-12,22200.2,4885.0
467181100651,2024-02-12,2024-04-11,16756.21,3683.0
467181100651,2023-12-13,2024-02-12,15241.65,3389.0
467181100651,2023-10-12,2023-12-13,17143.02,3813.0
467181100651,2023-08-11,2023-10-12,18354.81,4052.0
467181100651,2023-06-12,2023-08-11,21345.56,4654.0
467181100651,2023-04-12,2023-06-12,22526.39,5011.0
467181100651,2023-02-09,2023-04-12,20694.5,4718.0
467181100651,2022-12-12,2023-02-09,15776.04,3658.0
467181100651,2022-10-11,2022-12-12,17955.28,4095.0
467181100651,2022-08-11,2022-10-11,19260.64,4412.0
467181100651,2022-06-10,2022-08-11,20489.21,4727.0
467181100651,2022-04-08,2022-06-10,22475.65,5176.0
467181100651,2022-02-09,2022-04-08,15460.13,3670.0
467181100651,2021-12-10,2022-02-09,14261.18,3402.0
467181100651,2021-10-12,2021-12-10,,3621.0
467181100651,2021-08-12,2021-10-12,,4188.0
467181100651,2021-06-11,2021-08-12,,4187.0
467181100651,2021-04-12,2021-06-11,,4606.0
467181100651,2021-02-09,2021-04-12,,3894.0
467181100651,2020-12-09,2021-02-09,,4070.0
467181100651,2020-10-09,2020-12-09,,4134.0
467181100651,2020-08-10,2020-10-09,,4386.0
467181100651,2020-06-09,2020-08-10,,4408.0
467181100651,2020-04-07,2020-06-09,,3195.0
467181100651,2020-02-07,2020-04-07,,3619.0
497230200868,2025-02-10,2025-04-10,21755.74,4675.0
497230200868,2024-12-11,2025-02-10,21352.5,4594.0
497230200868,2024-10-10,2024-12-11,25952.45,5578.0
497230200868,2024-08-12,2024-10-10,26360.68,5666.0
497230200868,2024-06-11,2024-08-12,26794.61,5792.0
497230200868,2024-04-10,2024-06-11,24550.8,5404.0
497230200868,2024-02-09,2024-04-10,20524.43,4515.0
497230200868,2023-12-12,2024-02-09,20643.1,4596.0
497230200868,2023-08-11,2023-12-12,26872.33,10027.0
497230200868,2023-08-11,2023-10-11,18336.78,4048.0
497230200868,2023-06-12,2023-08-11,25985.04,5669.0
497230200868,2023-04-12,2023-06-12,19618.29,4362.0
497230200868,2023-02-21,2023-04-12,9304.38,2114.0
497200200782,2025-04-04,2025-06-05,34592.89,7443.0
497200200782,2025-02-04,2025-04-04,33795.19,7271.0
497200200782,2024-12-05,2025-02-04,39397.62,8490.0
497200200782,2024-10-04,2024-12-05,44555.24,9588.0
497200200782,2024-08-06,2024-10-04,44402.15,9555.0
497200200782,2024-06-05,2024-08-06,45205.49,9783.0
497200200782,2024-04-04,2024-06-05,40882.74,9010.0
497200200782,2024-02-02,2024-04-04,35606.33,7845.0
497200200782,2023-12-06,2024-02-02,31616.04,7048.0
497200200782,2023-10-05,2023-12-06,30564.77,6811.0
497200200782,2023-08-07,2023-10-05,33862.22,7489.0
497200200782,2023-06-06,2023-08-07,40227.97,8785.0
497200200782,2023-04-04,2023-06-06,37071.39,8257.0
497200200782,2023-02-02,2023-04-04,32959.25,7524.0
497200200782,2022-12-06,2023-02-02,26602.72,6180.0
497200200782,2022-10-05,2022-12-06,33235.94,7593.0
497200200782,2022-08-05,2022-10-05,34386.98,7889.0
497200200782,2022-06-06,2022-08-05,36746.88,8490.0
497200200782,2022-04-04,2022-06-06,36273.47,8363.0
497200200782,2022-02-02,2022-04-04,28957.7,6888.0
497200200782,2021-12-06,2022-02-02,26235.97,6272.0
497200200782,2021-10-06,2021-12-06,,7676.0
497200200782,2021-08-06,2021-10-06,,8415.0
497200200782,2021-06-07,2021-08-06,,9637.0
497200200782,2021-04-06,2021-06-07,,8510.0
497200200782,2021-02-03,2021-04-06,,7386.0
497200200782,2020-12-03,2021-02-03,,7235.0
497200200782,2020-10-05,2020-12-03,,8194.0
497200200782,2020-08-04,2020-10-05,,8414.0
497200200782,2020-06-03,2020-08-04,,7047.0
497200200782,2020-04-01,2020-06-03,,5420.0
497200200782,2020-02-25,2020-04-01,,3617.0
509220301869,2025-04-10,2025-06-11,18750.5,4027.0
509220301869,2025-02-10,2025-04-10,15290.77,3281.0
509220301869,2024-12-11,2025-02-10,16896.81,3632.0
509220301869,2024-10-10,2024-12-11,19596.88,4208.0
509220301869,2024-08-12,2024-10-10,21206.65,4555.0
509220301869,2024-06-11,2024-08-12,21761.74,4701.0
509220301869,2024-04-10,2024-06-11,22861.44,5031.0
509220301869,2024-02-09,2024-04-10,16860.38,3706.0
509220301869,2023-12-12,2024-02-09,16485.74,3667.0
509220301869,2023-08-11,2023-12-12,40666.3,9456.0
509220301869,2023-08-11,2023-10-11,1976.62,422.0
509220301869,2023-06-12,2023-08-11,23873.27,5207.0
509220301869,2023-04-12,2023-06-12,22763.88,5064.0
509220301869,2023-02-09,2023-04-12,19090.4,4351.0
509220301869,2022-12-12,2023-02-09,13651.05,3163.0
509220301869,2022-10-11,2022-12-12,13023.35,2966.0
509220301869,2022-08-11,2022-10-11,1902.54,422.0
509220301869,2022-06-10,2022-08-11,83.95,4.0
509220301869,2022-04-08,2022-06-10,66.68,0.0
509220301869,2022-03-08,2022-04-08,33.34,0.0
494200400324,2025-03-07,2025-05-08,30423.58,6544.0
494200400324,2025-01-08,2025-03-07,23870.03,5132.0
494200400324,2024-11-06,2025-01-08,29733.02,6464.0
494200400324,2024-09-06,2024-11-06,37364.64,8038.0
494200400324,2024-07-08,2024-09-06,29937.43,6437.0
494200400324,2024-05-08,2024-07-08,22354.19,4919.0
494200400324,2024-03-08,2024-05-08,16774.34,3687.0
494200400324,2024-01-09,2024-03-08,17037.71,3776.0
494200400324,2023-11-08,2024-01-09,22476.29,5029.0
494200400324,2023-09-08,2023-11-08,28048.6,6195.0
494200400324,2023-07-10,2023-09-08,27899.24,6128.0
494200400324,2023-05-10,2023-07-10,24537.71,5402.0
494200400324,2023-03-09,2023-05-10,19868.65,4489.0
494200400324,2023-01-10,2023-03-09,13992.4,3223.0
494200400324,2022-11-08,2023-01-10,17671.33,4030.0
494200400324,2022-09-08,2022-11-08,41308.8,9454.0
494200400324,2022-07-08,2022-09-08,,9434.0
494200400324,2022-05-10,2022-07-08,,7774.0
494200400324,2022-03-09,2022-05-10,,6734.0
494200400324,2022-01-10,2022-03-09,,6784.0
494200400324,2021-11-08,2022-01-10,,7795.0
494200400324,2021-09-08,2021-11-08,,8987.0
494200400324,2021-07-08,2021-09-08,,9421.0
494200400324,2021-05-07,2021-07-08,,8888.0
494200400324,2021-03-08,2021-05-07,,8334.0
494200400324,2021-01-07,2021-03-08,,6397.0
494200400324,2020-11-05,2021-01-07,,7253.0
509161200646,2025-04-14,2025-06-13,23569.08,5066.0
509161200646,2025-02-12,2025-04-14,21783.55,4681.0
509161200646,2024-12-13,2025-02-12,24534.48,5281.0
509161200646,2024-10-14,2024-12-13,33644.06,7236.0
509161200646,2024-08-14,2024-10-14,36441.44,7839.0
509161200646,2024-06-13,2024-08-14,37229.44,8054.0
509161200646,2024-02-13,2024-06-13,62337.08,13747.0
509161200646,2024-02-13,2024-04-12,75.54,0.0
509161200646,2023-12-14,2024-02-13,29826.0,6648.0
509161200646,2023-10-13,2023-12-14,30940.83,6895.0
509161200646,2023-08-14,2023-10-13,35030.81,7748.0
509161200646,2023-06-14,2023-08-14,38769.84,8466.0
509161200646,2023-04-14,2023-06-14,21827.38,4855.0
509161200646,2022-10-13,2023-04-14,211.88,0.0
509161200646,2022-06-14,2023-05-08,,30818.0
509161200646,2022-12-14,2023-02-13,19047.22,4420.0
509161200646,2022-10-13,2022-12-14,26526.08,6057.0
509161200646,2022-06-14,2022-10-13,133.36,0.0
509161200646,2022-06-14,2022-08-15,27622.2,6378.0
509161200646,2022-04-12,2022-06-14,23129.39,5327.0
509161200646,2022-02-11,2022-04-12,24171.9,5747.0
509161200646,2021-12-14,2022-02-11,17903.71,4275.0
509161200646,2021-10-14,2021-12-14,,5959.0
509161200646,2021-08-16,2021-10-14,,6090.0
509161200646,2021-06-15,2021-08-16,,6378.0
509161200646,2021-04-14,2021-06-15,,5746.0
509161200646,2021-02-11,2021-04-14,,5354.0
509161200646,2020-12-11,2021-02-11,,5398.0
509161200646,2020-10-13,2020-12-11,,6360.0
509161200646,2020-08-12,2020-10-13,,6974.0
509161200646,2020-06-11,2020-08-12,,7316.0
509161200646,2020-04-13,2020-06-11,,4816.0
509161200646,2020-02-11,2020-04-13,,6441.0
466191000047,2025-04-15,2025-06-16,14228.75,3052.0
466191000047,2025-02-13,2025-04-15,16682.08,3581.0
466191000047,2024-12-16,2025-02-13,13728.73,2948.0
466191000047,2024-10-15,2024-12-16,16845.89,3615.0
466191000047,2024-08-15,2024-10-15,17871.12,3836.0
466191000047,2024-06-14,2024-08-15,18813.94,4062.0
466191000047,2024-04-15,2024-06-14,21013.57,4623.0
466191000047,2024-02-14,2024-04-15,17879.43,3931.0
466191000047,2023-12-15,2024-02-14,14973.15,3329.0
466191000047,2023-10-16,2023-12-15,15638.79,3477.0
466191000047,2023-08-15,2023-10-16,20403.22,4506.0
466191000047,2023-06-15,2023-08-15,21455.26,4678.0
466191000047,2023-04-15,2023-06-15,20971.52,4664.0
466191000047,2023-02-14,2023-04-15,16660.17,3795.0
466191000047,2022-12-15,2023-02-14,14891.68,3452.0
466191000047,2022-10-14,2022-12-15,17972.74,4099.0
466191000047,2022-08-16,2022-10-14,17585.74,4027.0
466191000047,2022-06-15,2022-08-16,18726.48,4319.0
466191000047,2022-04-13,2022-06-15,23835.09,5490.0
466191000047,2022-02-14,2022-04-13,17385.35,4129.0
466191000047,2021-12-15,2022-02-14,14248.65,3399.0
466191000047,2021-10-15,2021-12-15,,3871.0
466191000047,2021-08-17,2021-10-15,,4229.0
466191000047,2021-06-16,2021-08-17,,4464.0
466191000047,2021-04-15,2021-06-16,,5478.0
466191000047,2021-02-12,2021-04-15,,4576.0
466191000047,2020-12-14,2021-02-12,,3615.0
466191000047,2020-10-14,2020-12-14,,4058.0
466191000047,2020-08-13,2020-10-14,,4513.0
466191000047,2020-06-12,2020-08-13,,5190.0
466191000047,2020-04-14,2020-06-12,,3629.0
466191000047,2020-02-12,2020-04-14,,4200.0
466180400302,2025-04-04,2025-06-05,18973.12,4075.0
466180400302,2025-02-04,2025-04-04,24431.69,5252.0
466180400302,2024-12-05,2025-02-04,26058.32,5610.0
466180400302,2024-10-04,2024-12-05,27548.28,5922.0
466180400302,2024-08-06,2024-10-04,25521.01,5485.0
466180400302,2024-06-05,2024-08-06,25931.96,5605.0
466180400302,2024-04-04,2024-06-05,25696.66,5657.0
466180400302,2024-02-02,2024-04-04,18966.42,4171.0
466180400302,2023-12-06,2024-02-02,14351.12,3190.0
466180400302,2023-10-05,2023-12-06,16556.55,3682.0
466180400302,2023-08-07,2023-10-05,18584.93,4103.0
466180400302,2023-06-06,2023-08-07,22995.66,5015.0
466180400302,2023-04-04,2023-06-06,20998.4,4670.0
466180400302,2023-02-02,2023-04-04,15462.54,3521.0
466180400302,2022-12-06,2023-02-02,11641.97,2695.0
466180400302,2022-10-05,2022-12-06,15002.24,3419.0
466180400302,2022-08-05,2022-10-05,23202.11,5318.0
466180400302,2022-06-06,2022-08-05,23293.15,5376.0
466180400302,2022-04-04,2022-06-06,26657.85,6142.0
466180400302,2022-02-02,2022-04-04,19591.62,4655.0
466180400302,2021-12-06,2022-02-02,10339.13,2462.0
466180400302,2021-10-06,2021-12-06,,3065.0
466180400302,2021-08-06,2021-10-06,,3094.0
466180400302,2021-06-07,2021-08-06,,3107.0
466180400302,2021-04-06,2021-06-07,,3121.0
466180400302,2021-02-03,2021-04-06,,2555.0
466180400302,2020-12-03,2021-02-03,,2195.0
466180400302,2020-10-05,2020-12-03,,2590.0
466180400302,2020-08-04,2020-10-05,,3547.0
466180400302,2020-06-03,2020-08-04,,4041.0
466180400302,2020-04-01,2020-06-03,,2814.0
466180400302,2020-01-31,2020-04-01,,3634.0
188210400566,2025-04-21,2025-06-18,21405.44,5367.0
188210400566,2025-02-19,2025-04-21,29343.92,7362.0
188210400566,2024-12-19,2025-02-19,31027.96,7795.0
188210400566,2024-10-22,2024-12-19,31164.5,7819.0
188210400566,2024-08-21,2024-10-22,39926.03,10021.0
188210400566,2024-06-19,2024-08-21,40796.1,10294.0
188210400566,2024-04-19,2024-06-19,36871.38,9465.0
188210400566,2024-02-19,2024-04-19,30604.68,7856.0
188210400566,2023-12-20,2024-02-19,26309.45,6827.0
188210400566,2023-10-19,2023-12-20,29789.12,7731.0
188210400566,2023-08-21,2023-10-19,29374.08,7566.0
188210400566,2023-06-19,2023-08-21,37228.65,9476.0
188210400566,2023-04-19,2023-06-19,32767.72,8499.0
188210400566,2023-02-17,2023-04-19,25824.35,6855.0
188210400566,2022-12-20,2023-02-17,21130.22,5700.0
188210400566,2022-10-19,2022-12-20,25259.95,6688.0
188210400566,2022-08-18,2022-10-19,32370.48,8609.0
188210400566,2022-06-17,2022-08-18,34027.06,9111.0
188210400566,2022-04-19,2022-06-17,30246.81,8082.0
188210400566,2022-02-17,2022-04-19,26381.09,7259.0
188210400566,2021-12-21,2022-02-17,25878.74,7156.0
188210400566,2021-10-19,2021-12-21,,8430.0
188210400566,2021-08-19,2021-10-19,,7986.0
188210400566,2021-06-18,2021-08-19,,8710.0
188210400566,2021-04-20,2021-06-18,,6978.0
188210400566,2021-04-08,2021-04-20,,621.0
